date,channel,campaign,impressions,clicks,conversions,cost,revenue,cpc,cpa,ctr,conversion_rate,roas,roi,profit_margin
2023-11-03,Facebook,Limited Edition,67357,23223,2989,27797.969730586956,156505.63766515278,1.1970016677684605,9.30009024107961,0.3447748563623677,0.12870860784567023,5.630110370720522,4.630110370720523,0.8223835885703918
2023-11-03,Facebook,Must-Haves,65555,22618,3592,24171.956657701587,95558.39077420489,1.0687044238085412,6.729386597355676,0.3450232629090077,0.15881156600937307,3.9532749511098597,2.95327495110986,0.7470451682802242
2023-11-03,Facebook,New Arrivals,64109,19704,3071,26091.874630718816,220018.21727081388,1.324191769727914,8.496214467834196,0.3073515419051927,0.15585667884693463,8.432441914762968,7.432441914762968,0.8814103897651206
2023-11-03,Facebook,Trending Now,26646,7807,1309,10027.898793139593,43624.34743437116,1.2844753161444336,7.660732462291515,0.2929895669143586,0.1676700397079544,4.3502979372125266,3.350297937212526,0.7701306865798817
2023-11-04,Facebook,Best Sellers,70583,19307,2678,41111.60475789016,92052.80459236914,2.1293626538504253,15.351607452535536,0.27353612059561083,0.13870616874708655,2.239095387652128,1.2390953876521278,0.5533910678773803
2023-11-04,Facebook,Exclusive Offers,54385,15181,2203,32129.994749555626,76054.86578839013,2.1164610203251186,14.584654902204097,0.2791394686034752,0.14511560503260654,2.367098606184553,1.3670986061845531,0.5775418914162319
2023-11-04,Facebook,Flash Sale,62021,19278,2719,31644.996758884325,173181.21511253878,1.6415082871088456,11.63846883371987,0.3108302026732881,0.14104160182591555,5.472625465316826,4.472625465316827,0.8172723482837306
2023-11-04,Facebook,Limited Edition,35222,10304,1488,19473.281997787588,77593.96379419444,1.8898759702821806,13.086883063029292,0.29254443245698714,0.14440993788819875,3.984637196904461,2.984637196904461,0.7490361228427851
2023-11-04,Facebook,Must-Haves,59711,16472,2671,31001.08476670631,83311.45647668064,1.8820473996300577,11.606546150021082,0.27586206896551724,0.16215395823215153,2.6873723001510315,1.6873723001510317,0.6278892954490156
2023-11-04,Facebook,New Arrivals,54987,15005,2296,30661.295066872273,48205.13931310146,2.0434052027239105,13.354222590101164,0.272882681361049,0.15301566144618461,1.5721821015050432,0.5721821015050431,0.3639413659252931
2023-11-04,Facebook,Trending Now,73883,22254,2756,40940.15814163752,83953.23270026538,1.8396763791515016,14.854919499868476,0.30120596077582124,0.12384290464635571,2.050632838540067,1.050632838540067,0.5123456616875682
2023-11-05,Facebook,Best Sellers,56267,14670,1870,26470.19098015344,138055.77116667916,1.8043756632688097,14.155182342328041,0.2607212042582686,0.1274710293115201,5.215518515532784,4.215518515532785,0.8082645096509937
2023-11-05,Facebook,Exclusive Offers,55775,16189,2105,25817.505375053275,52726.87757887467,1.5947560303325268,12.264848159170201,0.29025549081129537,0.13002656124529002,2.0422917246614833,1.0422917246614833,0.510353987177932
2023-11-05,Facebook,Flash Sale,80312,20172,3130,36917.631916850994,64327.20629360305,1.830142371448096,11.794770580463576,0.25117043530232097,0.15516557604600437,1.742452127982808,0.742452127982808,0.426096141213547
2023-11-05,Facebook,Limited Edition,40025,9923,1461,16232.088758754193,43316.43378725793,1.635804571072679,11.110259246238325,0.2479200499687695,0.14723369948604254,2.6685680710005215,1.6685680710005215,0.6252671944676788
2023-11-05,Facebook,Must-Haves,64119,17442,2361,29736.821979203043,78989.9903781829,1.70489748762774,12.595011427023737,0.2720254526739344,0.13536291709666323,2.656302359190431,1.656302359190431,0.6235368324919258
2023-11-05,Facebook,New Arrivals,59107,16599,1895,25675.12298205585,122776.07276191935,1.5467873355055035,13.548877563090159,0.2808296817635813,0.11416350382553166,4.781907874315796,3.7819078743157966,0.7908784472049074
2023-11-05,Facebook,Trending Now,56417,15653,2170,26193.522237519464,117393.7801542784,1.6733867142093826,12.070747574893762,0.2774518318946417,0.13863157222257713,4.4817867215324005,3.4817867215324014,0.7768747015123285
2023-11-06,Facebook,Best Sellers,67908,17044,2271,24647.254911094846,48733.293585949905,1.4460956882829645,10.85304047164018,0.2509866289686046,0.13324337010091528,1.9772300713298843,0.9772300713298844,0.49424196278412846
2023-11-06,Facebook,Exclusive Offers,51154,14070,1448,21128.320111332698,111837.3147699848,1.501657435062736,14.591381292356836,0.2750518043554756,0.1029140014214641,5.29324215937064,4.29324215937064,0.8110798694086389
2023-11-06,Facebook,Flash Sale,67758,19613,2042,23228.13901774,154577.59028824812,1.1843236127945749,11.375190508197845,0.289456595531155,0.10411461785550401,6.654755689648351,5.654755689648351,0.8497315233441963
2023-11-06,Facebook,Limited Edition,53685,14142,1919,22267.972823097156,136595.50870251184,1.5745985591215639,11.603946234026658,0.2634255378597374,0.13569509263187668,6.134169005309275,5.134169005309275,0.8369787335278055
2023-11-06,Facebook,Must-Haves,71789,18398,2173,29164.34281195124,84780.29103227549,1.5851909344467463,13.421234612034624,0.25627881708896905,0.11811066420263072,2.906984449433005,1.906984449433005,0.6560009118056872
2023-11-06,Facebook,New Arrivals,48034,11989,1531,19823.932888701864,94557.29712256302,1.6535101250064113,12.94835590378959,0.24959403755673065,0.12770039202602385,4.769855590887997,3.7698555908879965,0.7903500470935995
2023-11-06,Facebook,Trending Now,71967,19504,1984,27946.587656575324,157536.0103164115,1.432864420456077,14.085981681741595,0.2710131032278683,0.10172272354388844,5.637039206800839,4.637039206800839,0.8226019079672988
2023-11-07,Facebook,Best Sellers,85762,29379,3698,41149.305487643345,250530.47749448213,1.4006366958590608,11.127448752742927,0.3425643058697325,0.1258722216549236,6.088328211753501,5.088328211753501,0.8357512990069256
2023-11-07,Facebook,Exclusive Offers,37962,13229,1490,17071.712907135257,38201.98542177369,1.2904764462268696,11.457525441030374,0.3484800590063748,0.11263134023735732,2.237735933680496,1.2377359336804958,0.5531197470850553
2023-11-07,Facebook,Flash Sale,55468,18212,1970,25404.763398914976,103540.59582243556,1.3949463759562364,12.8958189842208,0.32833345352275184,0.10817043707445641,4.075637084140595,3.0756370841405953,0.7546395865590511
2023-11-07,Facebook,Limited Edition,67053,20751,2842,28019.8697211058,63208.61314551604,1.3502900930608548,9.859208205878184,0.3094716120084113,0.13695725507204473,2.2558496443652105,1.2558496443652105,0.5567080445729808
2023-11-07,Facebook,Must-Haves,70077,24116,2770,29907.814776983778,142196.8298211085,1.240164819082094,10.79704504584252,0.34413573640424105,0.11486150273677227,4.754504161585861,3.7545041615858614,0.7896731255217893
2023-11-07,Facebook,New Arrivals,64014,21812,2416,30247.468912909422,60691.9685254966,1.3867352334911711,12.519647728853238,0.340737963570469,0.11076471666972308,2.0065139565973293,1.0065139565973293,0.5016232024142946
2023-11-07,Facebook,Trending Now,95476,28098,3977,44389.23576358696,231643.52309550205,1.579800546785784,11.161487493987167,0.29429385395282587,0.14154032315467294,5.218461618244892,4.218461618244891,0.808372644439162
2023-11-08,Facebook,Best Sellers,83514,23606,3837,28371.44475494245,141186.38175489494,1.2018743012345359,7.394173769857297,0.28265919486553154,0.16254342116411083,4.976355027894713,3.9763550278947126,0.7990497071863745
2023-11-08,Facebook,Exclusive Offers,71022,21688,3285,23632.945869541494,186270.15908279084,1.0896784336749121,7.194199655872601,0.30537016699051,0.1514662486167466,7.881800267771895,6.881800267771895,0.8731254325120459
2023-11-08,Facebook,Flash Sale,90332,24877,3604,28878.55039688129,235956.64292681517,1.160853414675455,8.01291631433998,0.27539520878536955,0.14487277404831772,8.170653986576038,7.170653986576038,0.8776107761211099
2023-11-08,Facebook,Limited Edition,53919,13626,2059,16137.216477371618,46211.636238485575,1.1842959399215924,7.837404797169314,0.2527124019362377,0.15110817554674885,2.8636683596136767,1.8636683596136767,0.6507975525018878
2023-11-08,Facebook,Must-Haves,69753,20912,3195,22842.19165649802,82654.80859679698,1.0923006721737767,7.149355761032244,0.29980072541682795,0.15278309104820198,3.618514801021022,2.618514801021022,0.7236435236584264
2023-11-08,Facebook,New Arrivals,60664,16951,2598,18664.030621957463,119588.79508321523,1.101057791396228,7.183999469575621,0.2794243703019913,0.15326529408294495,6.407447432202771,5.40744743220277,0.8439316107418743
2023-11-08,Facebook,Trending Now,47490,13023,2121,16055.009998238422,48185.388283590386,1.2328196266788314,7.569547382479218,0.2742261528742893,0.16286569914766183,3.0012680333975097,2.00126803339751,0.6668074997393768
2023-11-09,Facebook,Best Sellers,78790,27851,3080,24165.07593650554,162429.98266558477,0.86765559356955,7.845803875488811,0.3534839446630283,0.11058848874367168,6.721683105502106,5.721683105502106,0.8512277380078452
2023-11-09,Facebook,Exclusive Offers,57294,22545,2074,19354.58555016284,154141.83388501257,0.8584868285723148,9.332008461987868,0.3934967012252592,0.09199379019738302,7.964098920408849,6.964098920408848,0.8744365169250479
2023-11-09,Facebook,Flash Sale,59741,20286,1949,17001.753609899584,41110.860291692225,0.8381028103075808,8.723321503283522,0.339565792336921,0.09607611160406192,2.4180364705294086,1.4180364705294086,0.5864413079836391
2023-11-09,Facebook,Limited Edition,61814,20537,2444,17478.56334601942,95654.58642627715,0.8510767563918498,7.151621663674066,0.33223865143818554,0.11900472318254857,5.472680135811139,4.472680135811139,0.8172741736802083
2023-11-09,Facebook,Must-Haves,59313,22925,1905,19498.45801190137,70316.0007565996,0.8505325196031132,10.235411029869486,0.38650885977778904,0.08309705561613959,3.6062339244303567,2.6062339244303567,0.7227024034060795
2023-11-09,Facebook,New Arrivals,59299,19803,2353,18813.253667524335,170941.49886974934,0.9500203841601947,7.9954329228747705,0.3339516686622034,0.11882038075039135,9.086227289053706,8.086227289053706,0.8899433210079707
2023-11-09,Facebook,Trending Now,56843,21519,2324,16814.452719682227,71222.16998464454,0.7813770491046158,7.235134560964814,0.3785690410428725,0.10799758353083322,4.235770927071277,3.2357709270712767,0.7639154672862759
2023-11-10,Facebook,Best Sellers,62950,17755,2696,30395.23227363554,187607.75971758828,1.7119252195795855,11.274195947194192,0.28204924543288323,0.1518445508307519,6.172275902636118,5.172275902636118,0.8379852074381656
2023-11-10,Facebook,Exclusive Offers,58744,17349,2511,27706.905360956807,51852.80057202175,1.5970318382014415,11.034211613284272,0.2953322892550729,0.14473456683382327,1.8714757168474736,0.8714757168474735,0.4656623161082134
2023-11-10,Facebook,Flash Sale,61662,20423,2067,28667.494436418416,159166.68515364084,1.4036867471193466,13.869131319021971,0.3312088482371639,0.10120942075111394,5.552165903673806,4.552165903673805,0.8198901082299591
2023-11-10,Facebook,Limited Edition,55662,18590,2174,27556.22866050331,101975.23388685203,1.4823146132599951,12.675358169504744,0.3339800941396285,0.1169445938676708,3.7006237371304156,2.7006237371304156,0.7297752835646477
2023-11-10,Facebook,Must-Haves,73895,21703,2678,36872.3227334999,174451.5393900464,1.6989505014744462,13.768604456123937,0.2937005210095406,0.12339307929779293,4.73123270944769,3.7312327094476907,0.7886385934889394
2023-11-10,Facebook,New Arrivals,64893,21041,2695,28741.701724723294,133847.76327040742,1.3659855389346178,10.664824387652429,0.3242414436071687,0.12808326600446746,4.65691852738396,3.6569185273839597,0.7852657300917494
2023-11-10,Facebook,Trending Now,56025,15645,2172,26707.406133923432,159125.60909706162,1.707088918755093,12.296227501806369,0.2792503346720214,0.13883029721955897,5.958107960733114,4.958107960733114,0.83216148371421
2023-11-11,Facebook,Best Sellers,80552,28071,3012,28127.86985750267,196390.5056399959,1.0020259291618634,9.33860221032625,0.3484829675240838,0.1072993480816501,6.982061088696762,5.982061088696762,0.856775816296008
2023-11-11,Facebook,Exclusive Offers,61216,19580,1766,20562.322225494623,94488.5143020059,1.0501696744379276,11.643444068796502,0.3198510193413487,0.09019407558733401,4.595225834213042,3.595225834213042,0.7823828390425003
2023-11-11,Facebook,Flash Sale,64417,20807,2382,18906.88788925753,118045.9799052496,0.9086791891794843,7.937400457286956,0.32300479687039135,0.11448070360936223,6.243543654390667,5.243543654390667,0.8398345466365456
2023-11-11,Facebook,Limited Edition,58430,17290,1908,16945.371308508846,51762.275054368874,0.9800677448530275,8.881221859805475,0.29590963546123566,0.11035280508964719,3.0546556998947128,2.0546556998947128,0.672630863100392
2023-11-11,Facebook,Must-Haves,70726,21421,2436,23616.460427442547,133985.17870660085,1.1024910334458031,9.694770290411554,0.3028730594123802,0.11372018113066616,5.67338103515753,4.67338103515753,0.8237382622808035
2023-11-11,Facebook,New Arrivals,42599,15262,1351,12976.344342984561,97428.64533103764,0.850238785413744,9.604992111757632,0.3582713209230264,0.08852050845236535,7.508173546867286,6.508173546867286,0.8668118159818987
2023-11-11,Facebook,Trending Now,33447,10363,1255,9606.133352964798,98131.87565108523,0.9269645231076713,7.6542895242747395,0.3098334678745478,0.1211039274341407,10.215543762027643,9.215543762027643,0.9021099587750664
2023-11-12,Facebook,Best Sellers,66303,18830,1938,27938.550774795593,142279.87279083574,1.4837254792775143,14.416176870379562,0.28399921572176223,0.10292087095061073,5.09260032625571,4.09260032625571,0.8036366618357343
2023-11-12,Facebook,Exclusive Offers,60723,18801,1968,22427.72983479445,61573.34654018174,1.1929009007390272,11.396204184346773,0.30961908996591075,0.10467528322961545,2.7454114613355407,1.7454114613355411,0.6357558733605866
2023-11-12,Facebook,Flash Sale,65908,20440,1971,25903.273417838955,48612.89816747911,1.2672834353150173,13.142198588452032,0.3101292711051769,0.09642857142857143,1.876708684007504,0.8767086840075041,0.46715224982888104
2023-11-12,Facebook,Limited Edition,72988,24964,2617,29332.162337583566,136517.85144335378,1.1749784624893274,11.208315757578742,0.3420288266564367,0.10483095657747156,4.654203460084912,3.6542034600849123,0.7851404631155176
2023-11-12,Facebook,Must-Haves,45739,13744,1566,18333.960916663076,46599.48762084598,1.3339610678596534,11.707510163897238,0.30048754891886575,0.11394062863795111,2.541703226742094,1.541703226742094,0.6065630363613377
2023-11-12,Facebook,New Arrivals,57368,19394,1969,24170.807412543512,125116.50272100084,1.246303362511267,12.275676695044952,0.3380630316552782,0.10152624523048366,5.176347673684713,4.176347673684714,0.8068135946347353
2023-11-12,Facebook,Trending Now,42685,13637,1303,17928.186557599845,93768.87488114192,1.314672329515278,13.759160827014464,0.3194799109757526,0.09554887438586199,5.230248724815553,4.230248724815552,0.8088045038364278
2023-11-13,Facebook,Best Sellers,89852,34414,3462,24396.066530515753,120619.14769409702,0.7088994749379832,7.046812978196347,0.3830076125183635,0.10059859359562968,4.9442047365800095,3.944204736580009,0.7977430035205788
2023-11-13,Facebook,Exclusive Offers,53583,19282,1619,14832.45124301333,91263.80399055849,0.7692382140345053,9.161489340959438,0.35985293843196536,0.08396431905404003,6.152981897280622,5.152981897280622,0.8374771750194875
2023-11-13,Facebook,Flash Sale,82325,28298,2943,21384.982220019,122104.37275023898,0.7557064887984662,7.266388793754332,0.3437351958700273,0.10400028270549155,5.70981876412009,4.70981876412009,0.8248630926284567
2023-11-13,Facebook,Limited Edition,41610,13954,1487,10602.273653545742,98646.24691065375,0.7598017524398554,7.129975557192833,0.335352078827205,0.10656442597104773,9.304253986847742,8.304253986847742,0.8925222805166783
2023-11-13,Facebook,Must-Haves,56823,20736,2136,14569.519064670336,114609.8104319751,0.7026195536588704,6.8209358916995955,0.3649226545588934,0.10300925925925926,7.866409997698052,6.866409997698051,0.8728772082445956
2023-11-13,Facebook,New Arrivals,58101,22708,1918,13664.973650896218,41672.31039013905,0.6017691408708921,7.124595229872898,0.39083664652931965,0.08446362515413071,3.049571221632467,2.049571221632467,0.6720850482499341
2023-11-13,Facebook,Trending Now,49447,18889,1741,13060.314339079096,57066.23631122082,0.6914243389845464,7.501616507225213,0.3820049750237628,0.0921700460585526,4.369438194949652,3.369438194949652,0.7711376256206497
2023-11-14,Facebook,Best Sellers,53486,20234,1546,15033.613117005496,116870.26810998023,0.7429876997630471,9.72419994631662,0.3783046030737015,0.07640604922407829,7.773930804284213,6.773930804284213,0.8713649471321637
2023-11-14,Facebook,Exclusive Offers,57130,20120,1349,17136.088862297594,106303.83664360651,0.8516942774501787,12.702808645142769,0.35217924032907405,0.06704771371769384,6.203506383390298,5.203506383390298,0.838800842910798
2023-11-14,Facebook,Flash Sale,83962,29573,2029,26069.23991798435,69815.32763005722,0.8815216554960386,12.848319328725653,0.3522188609132703,0.06860988063436242,2.6780730028839015,1.6780730028839015,0.6265971842727427
2023-11-14,Facebook,Limited Edition,87808,28346,1987,24579.492415050117,57849.83912053573,0.8671238416372722,12.370152196804286,0.3228179664723032,0.07009807380230015,2.3535815200607666,1.3535815200607664,0.5751156305925696
2023-11-14,Facebook,Must-Haves,71896,23529,1908,20359.659439460065,77731.99059491586,0.8653006689387592,10.670681047935044,0.32726438188494494,0.08109141909983425,3.817941593082821,2.817941593082821,0.7380787590329416
2023-11-14,Facebook,New Arrivals,86137,32795,2177,26922.55108324871,66048.4215763569,0.8209346267189727,12.366812624367803,0.3807306964486806,0.0663820704375667,2.453275002510903,1.4532750025109034,0.592381612751726
2023-11-14,Facebook,Trending Now,35379,11711,777,9990.949221885608,28527.881605669914,0.8531252004001032,12.858364506931284,0.33101557421068994,0.06634787806335923,2.855372494855479,1.8553724948554786,0.6497829961584
2023-11-15,Facebook,Best Sellers,65332,21054,2133,21204.798395442285,69452.52640063218,1.007162458223724,9.941302576391132,0.32226167880977163,0.10131091479053861,3.27532123180007,2.2753212318000706,0.6946864355498914
2023-11-15,Facebook,Exclusive Offers,87952,26015,2660,31189.450333546447,112078.61687533568,1.1989025690388795,11.725357268250544,0.29578633800254683,0.10224870267153566,3.5934784254529566,2.593478425452956,0.7217181010697314
2023-11-15,Facebook,Flash Sale,75307,22696,2458,23670.777008634806,86389.40055185618,1.0429492865982908,9.63009642336648,0.30137968581937935,0.10830102220655623,3.6496225079701605,2.6496225079701605,0.7259990594051389
2023-11-15,Facebook,Limited Edition,58505,18523,1988,20314.916720171193,103230.49652244686,1.096740091787032,10.218770986001607,0.3166054183403128,0.10732602710144146,5.081512168836346,4.081512168836346,0.8032081855214768
2023-11-15,Facebook,Must-Haves,74337,20799,2223,25920.224218248874,76800.71577480025,1.246224540518721,11.660019891250055,0.279793373421042,0.10688013846819559,2.962964946913132,1.962964946913132,0.6625002259841727
2023-11-15,Facebook,New Arrivals,63095,18275,1847,19759.732347695008,72632.81312992782,1.081243904114638,10.698284974388201,0.2896426024249148,0.10106703146374829,3.6757994416053164,2.6757994416053164,0.7279503368216209
2023-11-15,Facebook,Trending Now,51413,14711,1481,16456.434935574693,108752.25416654706,1.1186482860155458,11.111704885600737,0.28613385719565093,0.10067296580789885,6.608494160023197,5.608494160023196,0.8486795969270419
2023-11-16,Facebook,Best Sellers,68093,21528,3367,25819.377621637934,266635.8105611577,1.1993393544053295,7.668362821989288,0.3161558456816413,0.15640096618357488,10.326965059672991,9.326965059672991,0.9031661292333582
2023-11-16,Facebook,Exclusive Offers,79813,25037,3560,28678.189940904973,103850.71212977332,1.1454323577467338,8.05567133171488,0.3136957638479947,0.14218955945201103,3.6212436120888665,2.6212436120888665,0.7238517738321495
2023-11-16,Facebook,Flash Sale,80022,23333,3481,29283.112378452726,129164.97693339689,1.2550084591973911,8.412270146065133,0.2915823148634126,0.1491878455406506,4.410903296892711,3.410903296892711,0.7732890674106466
2023-11-16,Facebook,Limited Edition,52511,15077,2845,18779.696948673303,146434.09419964248,1.2455857895253235,6.600947960869351,0.2871207937384548,0.18869801684685283,7.79746843625117,6.79746843625117,0.871753248098972
2023-11-16,Facebook,Must-Haves,67046,20227,3716,24144.501924020118,163025.88436323855,1.193676863796911,6.497444005387545,0.301688393043582,0.1837148366045385,6.752091423391613,5.752091423391613,0.8518977399305274
2023-11-16,Facebook,New Arrivals,51340,17252,2759,21314.67909292236,97873.23398901935,1.2354903253490819,7.725508913708721,0.3360342812621737,0.15992348713192672,4.591823013723843,3.591823013723843,0.7822215714736297
2023-11-16,Facebook,Trending Now,34680,9952,1764,14702.484007444082,94207.78459659433,1.4773396309730789,8.334741500818641,0.2869665513264129,0.1772508038585209,6.407610071121013,5.407610071121012,0.8439355720930987
2023-11-17,Facebook,Best Sellers,60719,15657,2513,19911.614567626842,58073.95288208553,1.2717388112426928,7.923443918673634,0.25785997793112536,0.16050328926358817,2.916586833521007,1.916586833521007,0.6571334724182497
2023-11-17,Facebook,Exclusive Offers,41575,11141,1541,12362.621760959843,122351.72308677435,1.109650997303639,8.022467073951876,0.26797354179194227,0.1383179247823355,9.896907424050712,8.896907424050712,0.898958335452358
2023-11-17,Facebook,Flash Sale,80302,21455,3654,24878.924739822858,222492.65682037425,1.1595863313830277,6.808682194806474,0.26717889965380687,0.1703099510603589,8.9430173991498,7.9430173991498005,0.8881809175396361
2023-11-17,Facebook,Limited Edition,76128,22186,3260,24661.968344627825,145756.0828072057,1.1116004842976572,7.565020964609762,0.2914302227826818,0.14693951140358785,5.9101561063740515,4.9101561063740515,0.8307997315127584
2023-11-17,Facebook,Must-Haves,62898,16897,2956,21847.742154008254,230277.17287581266,1.2929953337283693,7.390981784170586,0.26864129225094596,0.17494229744925135,10.54009019570772,9.54009019570772,0.9051241515554361
2023-11-17,Facebook,New Arrivals,77993,19982,3472,27638.376978527274,107194.47234363032,1.3831636962529914,7.960362032985966,0.25620247970971755,0.17375638074266841,3.878464803736903,2.878464803736903,0.7421660242896881
2023-11-17,Facebook,Trending Now,33846,8563,1511,11191.68322168716,106540.19690090495,1.3069815744116735,7.4068055735851495,0.25299887726762393,0.17645684923508118,9.519586534977343,8.519586534977345,0.8949534208943057
2023-11-18,Facebook,Best Sellers,59877,16830,1963,24804.026582860184,74756.28601905266,1.473798370936434,12.635775131360257,0.28107620622275664,0.11663695781342841,3.0138770319940695,2.0138770319940695,0.6682014596533254
2023-11-18,Facebook,Exclusive Offers,51407,15352,1751,20306.156143358156,129529.30466822616,1.3227042823969617,11.596891001346748,0.29863637247845626,0.11405680041688379,6.378819494628642,5.378819494628642,0.8432311808098566
2023-11-18,Facebook,Flash Sale,81304,22597,2804,36691.70960037287,161101.80043257002,1.6237425145095752,13.085488445211439,0.2779322050575617,0.12408726822144532,4.390686675197409,3.3906866751974087,0.7722451921589145
2023-11-18,Facebook,Limited Edition,63013,16556,2428,26970.746102336845,97349.04994324432,1.6290617360677002,11.108215033911385,0.2627394347198197,0.14665378110654748,3.609431106350063,2.6094311063500624,0.7229480296103442
2023-11-18,Facebook,Must-Haves,52847,13952,1957,22586.05941141856,101779.00141985968,1.6188402674468576,11.541164747786693,0.2640074176396011,0.14026662844036697,4.506275289810161,3.5062752898101603,0.7780872370888535
2023-11-18,Facebook,New Arrivals,63872,19606,2362,24800.662354072832,91417.2514479851,1.2649526856101618,10.499857050835239,0.3069576653306613,0.1204733244925023,3.6860810466609295,2.6860810466609295,0.7287091663635938
2023-11-18,Facebook,Trending Now,38551,10417,1408,14588.55601255915,76304.28057792882,1.4004565625956753,10.361190349828941,0.2702134834375243,0.1351636747624076,5.230420372807233,4.230420372807233,0.8088107783460458
2023-11-19,Facebook,Best Sellers,57467,21350,1939,19787.57156858207,78998.27188424599,0.9268183404488088,10.20503948869627,0.371517566603442,0.09081967213114754,3.992317683372342,2.992317683372342,0.7495189312802151
2023-11-19,Facebook,Exclusive Offers,46417,15544,1736,17097.944423990477,76472.68357010074,1.0999706911985638,9.849046327183455,0.3348773078828877,0.1116829644879053,4.472624408744735,3.4726244087447347,0.7764176222700857
2023-11-19,Facebook,Flash Sale,67265,23874,2542,22681.27784977856,140251.7739792019,0.9500409587743386,8.922611270565916,0.3549245521445031,0.10647566390215298,6.183592252081653,5.183592252081653,0.8382817043501924
2023-11-19,Facebook,Limited Edition,65888,23592,2269,21571.282262680183,164110.9489636568,0.9143473322600959,9.50695560276782,0.35806216610004854,0.09617667005764666,7.607843936453427,6.607843936453428,0.8685567148389517
2023-11-19,Facebook,Must-Haves,49531,19246,1683,18651.68068440175,126813.98751128331,0.9691198526655798,11.082400881997474,0.3885647372352668,0.08744674218019328,6.79906490235686,5.799064902356861,0.8529209509893994
2023-11-19,Facebook,New Arrivals,64316,23956,1920,23657.885128002625,108293.573343305,0.9875557325097105,12.3218151708347,0.3724734125256546,0.08014693604942394,4.577483268575155,3.577483268575155,0.7815393434935978
